Time(ms)	Frame	Class	Confidence	FieldArea	RoadArea
3492	155	0	0.41	11467	16804
3515	156	0	0.41	11479	16803
3534	157	0	0.41	11501	16830
3556	158	0	0.42	11485	16148
3578	159	0	0.46	11898	13897
3596	160	0	0.47	12332	14123
3619	161	0	0.47	12366	13901
3650	162	0	0.46	12062	14145
3671	163	0	0.46	11877	13694
3692	164	0	0.47	11606	13094
3715	165	0	0.47	11292	12773
3735	166	0	0.48	11249	12066
3754	167	0	0.48	10756	11861
3772	168	0	0.48	10698	11791
3795	169	0	0.46	9879	11446
3831	170	0	0.45	9337	11288
3860	171	0	0.46	8888	10463
3885	172	0	0.46	8861	10583
3914	173	0	0.45	8485	10377
3940	174	0	0.46	8349	9735
3973	175	0	0.43	7661	10067
3994	176	0	0.43	7387	9884
4028	177	0	0.43	7259	9594
4068	178	0	0.40	6962	10638
4089	179	0	0.40	6872	10209
4127	180	0	0.41	6745	9887
4162	181	0	0.41	6263	9095
4195	182	0	0.39	5957	9201
4228	183	0	0.39	5672	8994
4268	184	0	0.36	5294	9397
4305	185	0	0.36	5127	9304
4356	186	0	0.30	4460	10248
4397	187	0	0.28	4154	10430
4434	188	0	0.27	3981	10850
4471	189	0	0.26	4160	11764
4506	190	0	0.26	3966	11244
4551	191	0	0.23	3457	11726
4573	192	0	0.23	3293	11010
4612	193	0	0.21	2979	11263
4644	194	0	0.20	2760	11150
4668	195	0	0.19	2677	11597
4717	196	0	0.18	2424	11001
4754	197	0	0.17	2285	11358
4786	198	0	0.16	2145	11137
4808	199	0	0.15	1952	10730
4847	200	0	0.15	1853	10168
4882	201	0	0.13	1537	9947
4916	202	0	0.13	1361	9184
4955	203	0	0.12	1219	9257
4991	204	0	0.13	1362	9454
5017	205	0	0.13	1447	9639
5043	206	0	0.13	1421	9276
5068	207	0	0.10	1205	10280
5090	208	0	0.10	1162	10174
5114	209	0	0.10	1084	9796
5138	210	0	0.11	1231	9564
5167	211	0	0.12	1243	9512
5196	212	0	0.11	1195	9626
5222	213	0	0.11	1092	8990
5253	214	0	0.11	1095	9136
5281	215	0	0.11	1027	8716
5303	216	0	0.10	1004	8579
5324	217	0	0.11	1068	8391
5353	218	0	0.12	1087	8144
5388	219	0	0.12	1133	8079
5422	220	0	0.15	1292	7597
5454	221	0	0.15	1303	7275
5480	222	0	0.16	1352	6883
5505	223	0	0.16	1335	7125
5532	224	0	0.18	1382	6472
5559	225	0	0.17	1364	6662
5587	226	0	0.17	1401	7023
5614	227	0	0.19	1548	6509
5641	228	0	0.18	1453	6833
5670	229	0	0.19	1676	6934
5697	230	0	0.20	1608	6523
5728	231	0	0.19	1555	6786
5763	232	0	0.21	1600	5976
5792	233	0	0.21	1546	5822
5817	234	0	0.24	1620	5230
5839	235	0	0.22	1528	5363
5859	236	0	0.22	1604	5612
5886	237	0	0.24	1700	5411
5907	238	0	0.21	1512	5696
5934	239	0	0.22	1497	5230
5957	240	0	0.21	1452	5520
5978	241	0	0.21	1547	5727
5999	242	0	0.23	1622	5441
6027	243	0	0.22	1642	5731
6050	244	0	0.23	1659	5590
6069	245	0	0.21	1504	5550
6094	246	0	0.23	1606	5235
6117	247	0	0.23	1622	5289
6140	248	0	0.25	1759	5345
6164	249	0	0.24	1780	5666
6194	250	0	0.24	1873	5858
6217	251	0	0.24	1790	5783
6237	252	0	0.24	1747	5678
6261	253	0	0.25	1889	5731
6281	254	0	0.23	1747	5829
6303	255	0	0.19	1469	6423
6325	256	0	0.18	1433	6750
6348	257	0	0.17	1393	6710
6378	258	0	0.19	1459	6288
6400	259	0	0.19	1575	6721
6424	260	0	0.19	1558	6501
6448	261	0	0.23	1824	6176
6470	262	0	0.31	2686	5955
6495	263	0	0.34	3168	6124
6518	264	0	0.38	3698	6163
6542	265	0	0.39	3977	6141
6565	266	0	0.42	4311	5872
6586	267	0	0.45	4577	5643
6608	268	0	0.45	4520	5635
6634	269	0	0.45	4612	5721
6660	270	0	0.47	4972	5595
6684	271	0	0.48	5030	5546
6708	272	0	0.49	5044	5209
6732	273	0	0.52	5036	4559
6754	274	0	0.53	4927	4366
6775	275	0	0.60	6171	4197
6799	276	0	0.60	6651	4402
6827	277	0	0.60	6896	4590
6853	278	0	0.63	6868	4013
6876	279	0	0.64	7331	4166
6898	280	0	0.64	7305	4168
6926	281	0	0.65	7309	4012
6948	282	0	0.65	7306	3929
6969	283	0	0.65	7547	4061
6992	284	0	0.66	7974	4118
7015	285	0	0.65	7887	4170
7040	286	0	0.67	8062	3905
7067	287	0	0.68	8247	3949
7089	288	0	0.68	8392	3867
7112	289	0	0.69	8219	3668
7137	290	0	0.72	8969	3558
7162	291	0	0.72	9630	3660
7184	292	0	0.72	9838	3784
7210	293	0	0.74	10253	3539
7235	294	0	0.74	10321	3566
7256	295	0	0.73	10146	3720
7281	296	0	0.74	10836	3801
7307	297	0	0.74	10893	3745
7331	298	0	0.74	10969	3923
7353	299	0	0.75	10713	3553
7375	300	0	0.77	11062	3350
7400	301	0	0.78	11317	3210
7424	302	0	0.78	11528	3230
7449	303	0	0.78	11607	3207
7480	304	0	0.78	11648	3270
7502	305	0	0.78	12904	3637
7532	306	0	0.80	12965	3306
7558	307	0	0.80	13955	3570
7589	308	0	0.78	14275	3924
7616	309	0	0.80	14562	3645
7647	310	0	0.81	15441	3591
7676	311	0	0.80	15482	3825
7708	312	0	0.83	15350	3252
7737	313	0	0.85	15383	2681
7761	314	0	0.85	15973	2797
7788	315	0	0.85	15888	2837
7817	316	0	0.86	15696	2634
7845	317	0	0.87	15465	2350
7874	318	0	0.88	15552	2074
7906	319	0	0.88	15103	2039
7938	320	0	0.88	14935	2047
7966	321	0	0.89	15075	1946
7993	322	0	0.88	14718	2060
8019	323	0	0.90	14702	1702
8049	324	0	0.91	14338	1416
8076	325	0	0.92	14461	1318
8106	326	0	0.93	14357	1058
8138	327	0	0.93	14436	1068
8164	328	0	0.92	15196	1299
8195	329	0	0.92	15236	1384
8223	330	0	0.93	15677	1271
8253	331	0	0.92	15863	1313
8280	332	0	0.92	16278	1324
8308	333	0	0.92	16014	1440
8334	334	0	0.92	15924	1477
8357	335	0	0.92	15773	1429
8388	336	0	0.92	16040	1432
8419	337	0	0.94	16223	990
8445	338	0	0.94	15826	1006
8468	339	0	0.95	15931	889
8498	340	0	0.95	16132	780
8523	341	0	0.97	16455	571
8545	342	0	0.97	16170	570
8574	343	0	0.97	15911	456
8599	344	0	0.98	16286	407
8628	345	0	0.98	16620	423
8655	346	0	0.98	16436	291
8685	347	0	0.98	16509	400
8712	348	0	0.98	16794	312
8739	349	0	0.99	16774	198
8769	350	0	0.99	16307	143
8802	351	0	0.98	16046	269
8833	352	0	0.98	16146	258
8861	353	0	0.98	15829	343
8889	354	0	0.98	15576	298
8922	355	0	0.97	15402	472
8952	356	0	0.97	15584	475
8980	357	0	0.98	15193	361
9010	358	0	0.98	14932	309
9040	359	0	0.98	14477	363
9070	360	0	0.97	13855	423
9097	361	0	0.98	13197	322
9123	362	0	0.98	12800	274
9152	363	0	0.98	12961	295
9181	364	0	0.98	13326	255
9213	365	0	0.98	12544	269
9240	366	0	0.97	12336	386
9265	367	0	0.97	12120	347
9298	368	0	0.97	11574	360
9328	369	0	0.95	10632	535
9354	370	0	0.95	9992	575
9385	371	0	0.94	8975	531
9414	372	0	0.95	7803	386
9442	373	0	0.94	7282	463
9468	374	0	0.95	6898	388
9498	375	0	0.95	6911	355
9522	376	0	0.95	7009	392
9545	377	0	0.93	6747	497
9569	378	0	0.95	7083	403
9592	379	0	0.95	7015	393
9623	380	0	0.94	6984	446
9652	381	0	0.96	7635	343
9678	382	0	0.93	7664	565
9702	383	0	0.94	7605	496
9728	384	0	0.93	7684	608
9757	385	0	0.91	7476	714
9788	386	0	0.89	7470	969
9819	387	0	0.85	7779	1347
9849	388	0	0.85	8302	1521
9876	389	0	0.83	8599	1743
9904	390	0	0.82	9339	2073
9930	391	0	0.80	9313	2368
9961	392	0	0.76	9231	2970
9988	393	0	0.69	9089	3995
10014	394	0	0.65	9169	4906
10042	395	0	0.62	9882	5993
10074	396	0	0.58	9825	7260
10102	397	0	0.56	11158	8877
10127	398	0	0.52	11544	10840
10156	399	0	0.47	11437	12738
10184	400	0	0.43	11459	15050
10218	401	0	0.40	11593	17107
10246	402	0	0.35	10920	19928
10276	403	0	0.34	11552	22920
10307	404	0	0.31	11641	25792
10336	405	0	0.29	11804	28761
10364	406	0	0.27	12001	32241
10391	407	0	0.25	11810	35661
10419	408	0	0.23	11694	39271
10444	409	0	0.20	10844	43275
10467	410	0	0.18	10561	47221
10488	411	0	0.16	9879	51932
10509	412	0	0.15	9711	56244
10536	413	0	0.13	9398	60935
10566	414	0	0.12	9235	65436
10593	415	0	0.11	9081	70432
10619	416	0	0.10	8801	75712
10647	417	0	0.09	8285	80850
10674	418	0	0.09	8149	86876
10701	419	1	0.92	7605	93399
10726	420	1	0.93	7394	99698
10753	421	1	0.94	7182	105665
10779	422	1	0.94	7066	112322
10806	423	1	0.94	7127	118791
10832	424	1	0.95	7301	125887
10862	425	1	0.95	7055	132459
10903	426	1	0.95	6646	139542
10932	427	1	0.96	6335	146360
10960	428	1	0.96	6056	154321
10986	429	1	0.96	6094	161750
11018	430	1	0.97	5390	169562
11044	431	1	0.97	4866	177844
11070	432	1	0.98	4425	186002
11096	433	1	0.98	4181	194664
11125	434	1	0.98	4029	203242
11154	435	1	0.98	3977	211700
11180	436	1	0.98	3647	220433
11208	437	1	0.98	3690	229431
11236	438	1	0.99	3437	238086
11263	439	1	0.99	3604	246527
11291	440	1	0.99	3667	254878
11320	441	1	0.99	3241	263544
11349	442	1	0.99	2959	272289
11380	443	1	0.99	2516	280383
11402	444	1	0.99	2434	288340
11427	445	1	0.99	2344	296620
11454	446	1	0.99	2790	303596
11474	447	1	0.99	2824	311566
11501	448	1	0.99	2715	320228
11525	449	1	0.99	2537	327753
11552	450	1	0.99	2491	335828
11577	451	1	0.99	2352	343047
11608	452	1	0.99	2465	350054
11631	453	1	0.99	2354	357144
11652	454	1	0.99	2465	364223
11679	455	1	0.99	2214	369540
11711	456	1	0.99	1887	375493
11741	457	1	1.00	1653	381296
11773	458	1	1.00	1676	386740
11798	459	1	1.00	1667	393023
11827	460	1	1.00	1411	398087
11860	461	1	1.00	1429	403091
11887	462	1	1.00	1157	408403
11909	463	1	1.00	1178	413812
11933	464	1	1.00	1048	419251
11960	465	1	1.00	1226	423920
11984	466	1	1.00	1190	428126
12007	467	1	0.99	2655	420841
12031	468	1	0.99	2818	426766
12057	469	1	0.99	2902	431388
12082	470	1	0.99	2917	435992
12106	471	1	0.99	2832	441824
12132	472	1	0.99	2518	445150
12160	473	1	0.99	2717	448368
12184	474	1	0.99	2734	451462
12205	475	1	0.99	2742	455099
12227	476	1	0.99	2650	458045
12250	477	1	0.99	2708	461256
12273	478	1	0.99	2716	462479
12300	479	1	0.99	2742	464404
12325	480	1	0.99	2730	464507
12347	481	1	0.99	2657	466495
12371	482	1	0.99	2675	465850
12394	483	1	0.99	2565	460272
12416	484	1	0.99	2584	461104
12439	485	1	0.99	2598	449806
12465	486	1	0.99	2618	452727
12487	487	1	0.99	2654	454485
12510	488	1	0.99	2519	455353
12534	489	1	0.99	2468	455921
12566	490	1	0.99	2583	458070
12598	491	1	0.99	2564	456045
12628	492	1	0.99	2518	456804
12660	493	1	0.99	2556	458762
12692	494	1	0.99	2596	455615
12729	495	1	0.99	2750	452943
12760	496	1	0.99	2711	450821
12791	497	1	0.99	2555	447824
12823	498	1	0.99	2586	443978
12856	499	1	0.99	2578	442925
12887	500	1	0.99	2722	438418
12920	501	1	0.99	2621	435466
12954	502	1	0.99	2584	434237
12989	503	1	0.99	2629	427783
13020	504	1	0.99	2603	423411
13051	505	1	0.99	2537	412669
13081	506	1	0.99	2432	401219
13112	507	1	0.99	2395	395612
13143	508	1	0.99	2363	392155
13175	509	1	0.99	2371	385335
13203	510	1	0.99	2454	381009
13235	511	1	0.99	2424	377840
13264	512	1	0.99	2500	370418
13292	513	1	0.99	2427	362023
13323	514	1	0.99	2462	354351
13353	515	1	0.99	2434	326334
13382	516	1	0.99	2392	327707
13411	517	1	0.99	2368	328522
13444	518	1	0.99	2432	324160
13473	519	1	0.99	2427	322056
13498	520	1	0.99	2484	319998
13521	521	1	0.99	2388	314644
13544	522	1	0.99	2447	311856
13567	523	1	0.99	2517	305404
13591	524	1	0.99	2436	297849
13616	525	1	0.99	2414	292837
13644	526	1	0.99	2457	285394
13677	527	1	0.99	2452	279301
13714	528	1	0.99	2379	276115
13742	529	1	0.99	2477	273758
13774	530	1	0.99	2449	269530
13805	531	1	0.99	2371	264029
13834	532	1	0.99	2513	260567
13867	533	1	0.99	2490	257637
13891	534	1	0.99	2407	247807
13919	535	1	0.99	2435	241285
13951	536	1	0.99	2464	232189
13980	537	1	0.99	2416	225789
14007	538	1	0.99	2440	220339
14033	539	1	0.99	2468	215037
14058	540	1	0.99	2452	207977
14082	541	1	0.99	2499	202385
14109	542	1	0.99	2477	194128
14135	543	1	0.99	2443	189739
14163	544	1	0.99	2488	183225
14191	545	1	0.99	2544	168503
14220	546	1	0.98	2556	165641
14252	547	1	0.98	2538	162463
14286	548	1	0.98	2556	156099
14319	549	1	0.98	2519	149759
14352	550	1	0.98	2464	142493
14384	551	1	0.98	2492	132823
14421	552	1	0.98	2567	125656
14453	553	1	0.98	2592	120583
14482	554	1	0.98	2616	114966
14512	555	1	0.98	2564	105349
14544	556	1	0.97	2573	99616
14573	557	1	0.97	2518	96188
14605	558	0	0.03	2486	91949
14633	559	0	0.03	2568	88166
14659	560	0	0.03	2498	81878
14687	561	0	0.03	2433	77867
14718	562	0	0.03	2510	77562
14747	563	0	0.03	2541	74331
14772	564	0	0.04	2583	70688
14798	565	0	0.04	2575	66789
14829	566	0	0.04	2628	63318
14858	567	0	0.04	2632	59094
14885	568	0	0.05	2651	56102
14911	569	0	0.05	2602	54029
14939	570	0	0.05	2576	50441
14968	571	0	0.05	2625	48212
14993	572	0	0.05	2636	46002
15014	573	0	0.06	2575	43588
15035	574	0	0.06	2644	40693
15061	575	0	0.06	2592	37391
15082	576	0	0.07	2624	34911
15103	577	0	0.07	2615	33224
15126	578	0	0.08	2499	29709
15155	579	0	0.08	2460	27953
15189	580	0	0.09	2587	27355
15216	581	0	0.09	2460	26463
15244	582	0	0.09	2546	25274
15275	583	0	0.10	2492	23543
15303	584	0	0.09	2556	24988
15329	585	0	0.09	2544	26739
15356	586	0	0.09	2613	26770
15394	587	0	0.09	2637	27442
15422	588	0	0.09	2587	27823
15448	589	0	0.08	2611	29193
15469	590	0	0.08	2620	30709
15496	591	0	0.08	2649	31389
15523	592	0	0.08	2670	31505
15552	593	0	0.08	2727	30157
15579	594	0	0.08	2719	29431
15607	595	0	0.08	2694	30004
15636	596	0	0.09	2722	29017
15662	597	0	0.08	2689	30192
15686	598	0	0.08	2731	30878
15715	599	0	0.08	2692	32232
15746	600	0	0.08	2720	32996
15772	601	0	0.08	2684	32867
