Time(ms)	Frame	Class	Confidence	FieldArea	RoadArea
1735	72	0	0.18	3635	16602
1754	73	0	0.18	3739	16678
1775	74	0	0.18	3732	17274
1794	75	0	0.19	4006	17277
1811	76	0	0.18	3850	17198
1830	77	0	0.19	4137	17461
1847	78	0	0.19	4201	17511
1864	79	0	0.19	4271	18045
1881	80	0	0.19	4188	17988
1899	81	0	0.20	4135	16714
1917	82	0	0.21	4323	16633
1934	83	0	0.22	4700	16655
1952	84	0	0.22	4738	16596
1971	85	0	0.22	4598	16476
1993	86	0	0.23	4650	15535
2012	87	0	0.22	4467	15606
2029	88	0	0.25	4772	13970
2049	89	0	0.25	4769	13952
2070	90	0	0.26	4822	13793
2092	91	0	0.26	4654	13096
2113	92	0	0.27	4851	12958
2130	93	0	0.28	4800	12649
2146	94	0	0.29	5093	12744
2162	95	0	0.28	4971	13025
2182	96	0	0.28	5382	14017
2199	97	0	0.28	5612	14415
2217	98	0	0.28	5334	13625
2234	99	0	0.29	5560	13757
2253	100	0	0.30	5885	13775
2270	101	0	0.29	5870	14277
2290	102	0	0.31	6229	14147
2312	103	0	0.33	6613	13674
2332	104	0	0.32	6638	14170
2353	105	0	0.32	6685	14124
2372	106	0	0.32	6707	14048
2389	107	0	0.33	6770	13920
2406	108	0	0.32	6846	14388
2427	109	0	0.32	6812	14387
2449	110	0	0.33	7045	14097
2470	111	0	0.35	7270	13725
2489	112	0	0.35	7617	14413
2506	113	0	0.34	7631	14730
2524	114	0	0.34	7602	14940
2542	115	0	0.33	7384	15307
2561	116	0	0.34	8105	15684
2584	117	0	0.34	8343	15969
2604	118	0	0.34	8562	16669
2626	119	0	0.33	8397	16828
2643	120	0	0.34	8730	17043
2660	121	0	0.36	9101	16485
2678	122	0	0.35	9504	17603
2696	123	0	0.35	9581	17418
2717	124	0	0.36	9518	16893
2735	125	0	0.35	9736	18124
2756	126	0	0.36	10204	17997
2784	127	0	0.37	10369	17646
2803	128	0	0.38	10425	17297
2824	129	0	0.38	10583	16998
2842	130	0	0.38	10717	17403
2863	131	0	0.38	10646	17231
2884	132	0	0.38	10536	17121
2906	133	0	0.37	10666	18059
2923	134	0	0.37	10419	17844
2942	135	0	0.36	10618	18773
2962	136	0	0.37	10448	17539
2985	137	0	0.36	10326	18274
3005	138	0	0.36	10380	18324
3025	139	0	0.36	10236	18440
3044	140	0	0.37	10795	18598
3061	141	0	0.38	11106	18411
3083	142	0	0.37	10986	18323
3101	143	0	0.37	10898	18741
3123	144	0	0.37	10869	18245
3145	145	0	0.38	11000	18085
3164	146	0	0.37	11070	18533
3186	147	0	0.37	10896	18329
3204	148	0	0.38	11301	18085
3223	149	0	0.38	10910	17773
3241	150	0	0.41	11566	16359
3257	151	0	0.42	12046	16762
3274	152	0	0.41	11732	17128
3294	153	0	0.41	11775	17056
3312	154	0	0.41	11678	16765
3334	155	0	0.41	11467	16804
3355	156	0	0.41	11479	16803
3374	157	0	0.41	11501	16830
3393	158	0	0.42	11485	16148
3414	159	0	0.46	11898	13897
3431	160	0	0.47	12332	14123
3450	161	0	0.47	12366	13901
3470	162	0	0.46	12062	14145
3498	163	0	0.46	11877	13694
3528	164	0	0.47	11606	13094
3550	165	0	0.47	11292	12773
3571	166	0	0.48	11249	12066
3595	167	0	0.48	10756	11861
3617	168	0	0.48	10698	11791
3640	169	0	0.46	9879	11446
3664	170	0	0.45	9337	11288
3683	171	0	0.46	8888	10463
3703	172	0	0.46	8861	10583
3724	173	0	0.45	8485	10377
3744	174	0	0.46	8349	9735
3767	175	0	0.43	7661	10067
3785	176	0	0.43	7387	9884
3804	177	0	0.43	7259	9594
3828	178	0	0.40	6962	10638
3848	179	0	0.40	6872	10209
3867	180	0	0.41	6745	9887
3888	181	0	0.41	6263	9095
3907	182	0	0.39	5957	9201
3930	183	0	0.39	5672	8994
3951	184	0	0.36	5294	9397
3971	185	0	0.36	5127	9304
3993	186	0	0.30	4460	10248
4014	187	0	0.28	4154	10430
4034	188	0	0.27	3981	10850
4056	189	0	0.26	4160	11764
4076	190	0	0.26	3966	11244
4100	191	0	0.23	3457	11726
4121	192	0	0.23	3293	11010
4141	193	0	0.21	2979	11263
4168	194	0	0.20	2760	11150
4189	195	0	0.19	2677	11597
4209	196	0	0.18	2424	11001
4231	197	0	0.17	2285	11358
4251	198	0	0.16	2145	11137
4269	199	0	0.15	1952	10730
4290	200	0	0.15	1853	10168
4311	201	0	0.13	1537	9947
4337	202	0	0.13	1361	9184
4359	203	0	0.12	1219	9257
4378	204	0	0.13	1362	9454
4402	205	0	0.13	1447	9639
4422	206	0	0.13	1421	9276
4443	207	0	0.10	1205	10280
4465	208	0	0.10	1162	10174
4486	209	0	0.10	1084	9796
4511	210	0	0.11	1231	9564
4537	211	0	0.12	1243	9512
4557	212	0	0.11	1195	9626
4577	213	0	0.11	1092	8990
4601	214	0	0.11	1095	9136
4621	215	0	0.11	1027	8716
4641	216	0	0.10	1004	8579
4663	217	0	0.11	1068	8391
4683	218	0	0.12	1087	8144
4702	219	0	0.12	1133	8079
4720	220	0	0.15	1292	7597
4738	221	0	0.15	1303	7275
4757	222	0	0.16	1352	6883
4777	223	0	0.16	1335	7125
4795	224	0	0.18	1382	6472
4813	225	0	0.17	1364	6662
4834	226	0	0.17	1401	7023
4853	227	0	0.19	1548	6509
4872	228	0	0.18	1453	6833
4890	229	0	0.19	1676	6934
4908	230	0	0.20	1608	6523
4925	231	0	0.19	1555	6786
4948	232	0	0.21	1600	5976
4969	233	0	0.21	1546	5822
4986	234	0	0.24	1620	5230
5003	235	0	0.22	1528	5363
5034	236	0	0.22	1604	5612
5052	237	0	0.24	1700	5411
5071	238	0	0.21	1512	5696
5089	239	0	0.22	1497	5230
5107	240	0	0.21	1452	5520
5135	241	0	0.21	1547	5727
5155	242	0	0.23	1622	5441
5191	243	0	0.22	1642	5731
5220	244	0	0.23	1659	5590
5248	245	0	0.21	1504	5550
5282	246	0	0.23	1606	5235
5308	247	0	0.23	1622	5289
5337	248	0	0.25	1759	5345
5367	249	0	0.24	1780	5666
5403	250	0	0.24	1873	5858
5423	251	0	0.24	1790	5783
5456	252	0	0.24	1747	5678
5490	253	0	0.25	1889	5731
5518	254	0	0.23	1747	5829
5551	255	0	0.19	1469	6423
5588	256	0	0.18	1433	6750
5619	257	0	0.17	1393	6710
5648	258	0	0.19	1459	6288
5681	259	0	0.19	1575	6721
5714	260	0	0.19	1558	6501
5749	261	0	0.23	1824	6176
5786	262	0	0.31	2686	5955
5823	263	0	0.34	3168	6124
5848	264	0	0.38	3698	6163
5884	265	0	0.39	3977	6141
5931	266	0	0.42	4311	5872
5976	267	0	0.45	4577	5643
6010	268	0	0.45	4520	5635
6043	269	0	0.45	4612	5721
6072	270	0	0.47	4972	5595
6119	271	0	0.48	5030	5546
6161	272	0	0.49	5044	5209
6199	273	0	0.52	5036	4559
6244	274	0	0.53	4927	4366
6270	275	0	0.60	6171	4197
6294	276	0	0.60	6651	4402
6321	277	0	0.60	6896	4590
6349	278	0	0.63	6868	4013
6378	279	0	0.64	7331	4166
6406	280	0	0.64	7305	4168
6434	281	0	0.65	7309	4012
6460	282	0	0.65	7306	3929
6489	283	0	0.65	7547	4061
6518	284	0	0.66	7974	4118
6545	285	0	0.65	7887	4170
6573	286	0	0.67	8062	3905
6608	287	0	0.68	8247	3949
6636	288	0	0.68	8392	3867
6665	289	0	0.69	8219	3668
6694	290	0	0.72	8969	3558
6723	291	0	0.72	9630	3660
6757	292	0	0.72	9838	3784
6788	293	0	0.74	10253	3539
6816	294	0	0.74	10321	3566
6839	295	0	0.73	10146	3720
6861	296	0	0.74	10836	3801
6883	297	0	0.74	10893	3745
6907	298	0	0.74	10969	3923
6936	299	0	0.75	10713	3553
6970	300	0	0.77	11062	3350
7004	301	0	0.78	11317	3210
7034	302	0	0.78	11528	3230
7063	303	0	0.78	11607	3207
7091	304	0	0.78	11648	3270
7122	305	0	0.78	12904	3637
7152	306	0	0.80	12965	3306
7186	307	0	0.80	13955	3570
7217	308	0	0.78	14275	3924
7246	309	0	0.80	14562	3645
7279	310	0	0.81	15441	3591
7310	311	0	0.80	15482	3825
7347	312	0	0.83	15350	3252
7380	313	0	0.85	15383	2681
7407	314	0	0.85	15973	2797
7434	315	0	0.85	15888	2837
7462	316	0	0.86	15696	2634
7496	317	0	0.87	15465	2350
7524	318	0	0.88	15552	2074
7560	319	0	0.88	15103	2039
7590	320	0	0.88	14935	2047
7618	321	0	0.89	15075	1946
7659	322	0	0.88	14718	2060
7691	323	0	0.90	14702	1702
7726	324	0	0.91	14338	1416
7765	325	0	0.92	14461	1318
7795	326	0	0.93	14357	1058
7824	327	0	0.93	14436	1068
7852	328	0	0.92	15196	1299
7880	329	0	0.92	15236	1384
7909	330	0	0.93	15677	1271
7936	331	0	0.92	15863	1313
7963	332	0	0.92	16278	1324
7994	333	0	0.92	16014	1440
8020	334	0	0.92	15924	1477
8053	335	0	0.92	15773	1429
8080	336	0	0.92	16040	1432
8108	337	0	0.94	16223	990
8136	338	0	0.94	15826	1006
8163	339	0	0.95	15931	889
8191	340	0	0.95	16132	780
8222	341	0	0.97	16455	571
8253	342	0	0.97	16170	570
8281	343	0	0.97	15911	456
8312	344	0	0.98	16286	407
8340	345	0	0.98	16620	423
8369	346	0	0.98	16436	291
8403	347	0	0.98	16509	400
8429	348	0	0.98	16794	312
8457	349	0	0.99	16774	198
8486	350	0	0.99	16307	143
8515	351	0	0.98	16046	269
8542	352	0	0.98	16146	258
8571	353	0	0.98	15829	343
8602	354	0	0.98	15576	298
8634	355	0	0.97	15402	472
8667	356	0	0.97	15584	475
8698	357	0	0.98	15193	361
8722	358	0	0.98	14932	309
8747	359	0	0.98	14477	363
8771	360	0	0.97	13855	423
8794	361	0	0.98	13197	322
8821	362	0	0.98	12800	274
8850	363	0	0.98	12961	295
8877	364	0	0.98	13326	255
8905	365	0	0.98	12544	269
8934	366	0	0.97	12336	386
8961	367	0	0.97	12120	347
8998	368	0	0.97	11574	360
9029	369	0	0.95	10632	535
9055	370	0	0.95	9992	575
9081	371	0	0.94	8975	531
9107	372	0	0.95	7803	386
9135	373	0	0.94	7282	463
9162	374	0	0.95	6898	388
9200	375	0	0.95	6911	355
9227	376	0	0.95	7009	392
9252	377	0	0.93	6747	497
9280	378	0	0.95	7083	403
9307	379	0	0.95	7015	393
9337	380	0	0.94	6984	446
9361	381	0	0.96	7635	343
9389	382	0	0.93	7664	565
9414	383	0	0.94	7605	496
9436	384	0	0.93	7684	608
9462	385	0	0.91	7476	714
9488	386	0	0.89	7470	969
9518	387	0	0.85	7779	1347
9545	388	0	0.85	8302	1521
9570	389	0	0.83	8599	1743
9602	390	0	0.82	9339	2073
9637	391	0	0.80	9313	2368
9664	392	0	0.76	9231	2970
9695	393	0	0.69	9089	3995
9723	394	0	0.65	9169	4906
9751	395	0	0.62	9882	5993
9779	396	0	0.58	9825	7260
9807	397	0	0.56	11158	8877
9837	398	0	0.52	11544	10840
9868	399	0	0.47	11437	12738
9894	400	0	0.43	11459	15050
9920	401	0	0.40	11593	17107
9947	402	0	0.35	10920	19928
9976	403	0	0.34	11552	22920
10002	404	0	0.31	11641	25792
10030	405	0	0.29	11804	28761
10059	406	0	0.27	12001	32241
10087	407	0	0.25	11810	35661
10119	408	0	0.23	11694	39271
10151	409	0	0.20	10844	43275
10182	410	0	0.18	10561	47221
10210	411	0	0.16	9879	51932
10241	412	0	0.15	9711	56244
10269	413	0	0.13	9398	60935
10297	414	0	0.12	9235	65436
10327	415	0	0.11	9081	70432
10357	416	0	0.10	8801	75712
10387	417	0	0.09	8285	80850
10413	418	0	0.09	8149	86876
10442	419	1	0.92	7605	93399
10470	420	1	0.93	7394	99698
10497	421	1	0.94	7182	105665
10523	422	1	0.94	7066	112322
10549	423	1	0.94	7127	118791
10574	424	1	0.95	7301	125887
10600	425	1	0.95	7055	132459
10622	426	1	0.95	6646	139542
10647	427	1	0.96	6335	146360
10673	428	1	0.96	6056	154321
10703	429	1	0.96	6094	161750
10726	430	1	0.97	5390	169562
10753	431	1	0.97	4866	177844
10781	432	1	0.98	4425	186002
10810	433	1	0.98	4181	194664
10839	434	1	0.98	4029	203242
10868	435	1	0.98	3977	211700
10894	436	1	0.98	3647	220433
10920	437	1	0.98	3690	229431
10947	438	1	0.99	3437	238086
10974	439	1	0.99	3604	246527
11002	440	1	0.99	3667	254878
11033	441	1	0.99	3241	263544
11064	442	1	0.99	2959	272289
11092	443	1	0.99	2516	280383
11120	444	1	0.99	2434	288340
11151	445	1	0.99	2344	296620
11175	446	1	0.99	2790	303596
11205	447	1	0.99	2824	311566
11236	448	1	0.99	2715	320228
11264	449	1	0.99	2537	327753
11294	450	1	0.99	2491	335828
11326	451	1	0.99	2352	343047
11354	452	1	0.99	2465	350054
11385	453	1	0.99	2354	357144
11415	454	1	0.99	2465	364223
11444	455	1	0.99	2214	369540
11474	456	1	0.99	1887	375493
11506	457	1	1.00	1653	381296
11537	458	1	1.00	1676	386740
11563	459	1	1.00	1667	393023
11593	460	1	1.00	1411	398087
11622	461	1	1.00	1429	403091
11652	462	1	1.00	1157	408403
11685	463	1	1.00	1178	413812
11713	464	1	1.00	1048	419251
11743	465	1	1.00	1226	423920
11775	466	1	1.00	1190	428126
11803	467	1	0.99	2655	420841
11832	468	1	0.99	2818	426766
11863	469	1	0.99	2902	431388
11896	470	1	0.99	2917	435992
11928	471	1	0.99	2832	441824
11957	472	1	0.99	2518	445150
11985	473	1	0.99	2717	448368
12019	474	1	0.99	2734	451462
12047	475	1	0.99	2742	455099
12075	476	1	0.99	2650	458045
12109	477	1	0.99	2708	461256
12139	478	1	0.99	2716	462479
12173	479	1	0.99	2742	464404
12204	480	1	0.99	2730	464507
12234	481	1	0.99	2657	466495
12258	482	1	0.99	2675	465850
12282	483	1	0.99	2565	460272
12307	484	1	0.99	2584	461104
12336	485	1	0.99	2598	449806
12365	486	1	0.99	2618	452727
12394	487	1	0.99	2654	454485
12425	488	1	0.99	2519	455353
12460	489	1	0.99	2468	455921
12489	490	1	0.99	2583	458070
12519	491	1	0.99	2564	456045
12548	492	1	0.99	2518	456804
12586	493	1	0.99	2556	458762
12626	494	1	0.99	2596	455615
12662	495	1	0.99	2750	452943
12696	496	1	0.99	2711	450821
12727	497	1	0.99	2555	447824
12761	498	1	0.99	2586	443978
12798	499	1	0.99	2578	442925
12830	500	1	0.99	2722	438418
12861	501	1	0.99	2621	435466
12890	502	1	0.99	2584	434237
12920	503	1	0.99	2629	427783
12952	504	1	0.99	2603	423411
12984	505	1	0.99	2537	412669
13011	506	1	0.99	2432	401219
13040	507	1	0.99	2395	395612
13071	508	1	0.99	2363	392155
13100	509	1	0.99	2371	385335
13132	510	1	0.99	2454	381009
13162	511	1	0.99	2424	377840
13195	512	1	0.99	2500	370418
13225	513	1	0.99	2427	362023
13253	514	1	0.99	2462	354351
13282	515	1	0.99	2434	326334
13314	516	1	0.99	2392	327707
13344	517	1	0.99	2368	328522
13377	518	1	0.99	2432	324160
13410	519	1	0.99	2427	322056
13439	520	1	0.99	2484	319998
13477	521	1	0.99	2388	314644
13512	522	1	0.99	2447	311856
13542	523	1	0.99	2517	305404
13570	524	1	0.99	2436	297849
13594	525	1	0.99	2414	292837
13617	526	1	0.99	2457	285394
13640	527	1	0.99	2452	279301
13665	528	1	0.99	2379	276115
13693	529	1	0.99	2477	273758
13723	530	1	0.99	2449	269530
13757	531	1	0.99	2371	264029
13786	532	1	0.99	2513	260567
13817	533	1	0.99	2490	257637
13844	534	1	0.99	2407	247807
13869	535	1	0.99	2435	241285
13901	536	1	0.99	2464	232189
13934	537	1	0.99	2416	225789
13957	538	1	0.99	2440	220339
13980	539	1	0.99	2468	215037
14007	540	1	0.99	2452	207977
14031	541	1	0.99	2499	202385
14059	542	1	0.99	2477	194128
14089	543	1	0.99	2443	189739
14119	544	1	0.99	2488	183225
14154	545	1	0.99	2544	168503
14187	546	1	0.98	2556	165641
14219	547	1	0.98	2538	162463
14248	548	1	0.98	2556	156099
14278	549	1	0.98	2519	149759
14311	550	1	0.98	2464	142493
14346	551	1	0.98	2492	132823
14382	552	1	0.98	2567	125656
14413	553	1	0.98	2592	120583
14445	554	1	0.98	2616	114966
14477	555	1	0.98	2564	105349
14510	556	1	0.97	2573	99616
14537	557	1	0.97	2518	96188
14562	558	0	0.03	2486	91949
14589	559	0	0.03	2568	88166
14610	560	0	0.03	2498	81878
14632	561	0	0.03	2433	77867
14653	562	0	0.03	2510	77562
14674	563	0	0.03	2541	74331
14698	564	0	0.04	2583	70688
14722	565	0	0.04	2575	66789
14746	566	0	0.04	2628	63318
14770	567	0	0.04	2632	59094
14791	568	0	0.05	2651	56102
14813	569	0	0.05	2602	54029
14837	570	0	0.05	2576	50441
14870	571	0	0.05	2625	48212
14892	572	0	0.05	2636	46002
14913	573	0	0.06	2575	43588
14933	574	0	0.06	2644	40693
14955	575	0	0.06	2592	37391
14978	576	0	0.07	2624	34911
15001	577	0	0.07	2615	33224
15021	578	0	0.08	2499	29709
15042	579	0	0.08	2460	27953
15065	580	0	0.09	2587	27355
15085	581	0	0.09	2460	26463
15108	582	0	0.09	2546	25274
15132	583	0	0.10	2492	23543
15151	584	0	0.09	2556	24988
15169	585	0	0.09	2544	26739
15198	586	0	0.09	2613	26770
15220	587	0	0.09	2637	27442
15243	588	0	0.09	2587	27823
15266	589	0	0.08	2611	29193
15289	590	0	0.08	2620	30709
15309	591	0	0.08	2649	31389
15332	592	0	0.08	2670	31505
15354	593	0	0.08	2727	30157
15378	594	0	0.08	2719	29431
15402	595	0	0.08	2694	30004
15426	596	0	0.09	2722	29017
15446	597	0	0.08	2689	30192
15470	598	0	0.08	2731	30878
15490	599	0	0.08	2692	32232
15511	600	0	0.08	2720	32996
15535	601	0	0.08	2684	32867
